rodada,data,mandante,visitante,vencedor,mandante_gols,visitante_gols
39,2003-10-26,Criciuma,Fortaleza,-,2,2
39,2003-10-26,Corinthians,Athletico-PR,Athletico-PR,2,3
39,2003-10-26,Paysandu,Atletico-MG,Paysandu,1,0
39,2003-10-26,Flamengo,Gremio,Flamengo,2,1
39,2003-10-26,Internacional,Juventude,-,0,0
40,2003-11-01,Guarani,Bahia,Guarani,3,2
40,2003-11-01,Athletico-PR,Sao Caetano,Athletico-PR,1,0
40,2003-11-01,Gremio,Parana,Parana,0,2
40,2003-11-01,Fluminense,Ponte Preta,-,2,2
40,2003-11-01,Atletico-MG,Criciuma,-,1,1
40,2003-11-02,Santos,Corinthians,Santos,3,1
40,2003-11-02,Juventude,Flamengo,-,2,2
40,2003-11-02,Fortaleza,Cruzeiro,Cruzeiro,1,2
40,2003-11-02,Figueirense,Paysandu,Figueirense,6,0
40,2003-11-02,Vitoria,Goias,Goias,3,4
40,2003-11-02,Vasco,Internacional,Internacional,0,1
40,2003-11-02,Sao Paulo,Coritiba,Sao Paulo,1,0
41,2003-11-05,Parana,Figueirense,-,1,1
41,2003-11-05,Internacional,Fortaleza,-,1,1
41,2003-11-05,Juventude,Criciuma,Juventude,3,1
41,2003-11-05,Paysandu,Vasco,Vasco,1,2
41,2003-11-05,Sao Paulo,Fluminense,Sao Paulo,1,0
41,2003-11-05,Coritiba,Corinthians,Coritiba,1,0
41,2003-11-05,Santos,Vitoria,Santos,3,1
41,2003-11-05,Cruzeiro,Gremio,Cruzeiro,3,0
41,2003-11-06,Goias,Athletico-PR,Goias,4,1
41,2003-11-06,Guarani,Sao Caetano,Sao Caetano,0,1
41,2003-11-06,Bahia,Ponte Preta,Bahia,1,0
41,2003-11-06,Flamengo,Atletico-MG,Flamengo,3,2
42,2003-11-08,Fluminense,Coritiba,Fluminense,3,2
42,2003-11-08,Gremio,Paysandu,Gremio,2,0
42,2003-11-08,Criciuma,Parana,Parana,1,2
42,2003-11-09,Ponte Preta,Santos,Santos,3,4
42,2003-11-09,Vasco,Cruzeiro,Cruzeiro,0,1
42,2003-11-09,Fortaleza,Flamengo,Fortaleza,4,1
42,2003-11-09,Athletico-PR,Sao Paulo,Athletico-PR,4,3
42,2003-11-09,Sao Caetano,Bahia,Sao Caetano,4,1
42,2003-11-09,Figueirense,Juventude,Figueirense,2,1
42,2003-11-09,Vitoria,Guarani,-,0,0
42,2003-11-09,Corinthians,Goias,Corinthians,2,0
42,2003-11-09,Atletico-MG,Internacional,Internacional,1,2
43,2003-11-22,Figueirense,Internacional,Figueirense,3,2
43,2003-11-22,Atletico-MG,Fortaleza,Atletico-MG,2,0
43,2003-11-22,Coritiba,Ponte Preta,-,1,1
43,2003-11-22,Gremio,Vasco,Gremio,4,3
43,2003-11-22,Flamengo,Criciuma,Flamengo,1,0
43,2003-11-23,Santos,Fluminense,Santos,3,1
43,2003-11-23,Parana,Cruzeiro,Cruzeiro,1,3
43,2003-11-23,Sao Caetano,Goias,Sao Caetano,1,0
43,2003-11-23,Bahia,Athletico-PR,Athletico-PR,0,2
43,2003-11-23,Sao Paulo,Vitoria,Sao Paulo,3,1
43,2003-11-23,Guarani,Corinthians,Corinthians,0,1
43,2003-11-23,Paysandu,Juventude,Paysandu,3,2
44,2003-11-29,Vasco,Figueirense,Vasco,1,0
44,2003-11-29,Juventude,Atletico-MG,Juventude,1,0
44,2003-11-29,Athletico-PR,Guarani,Athletico-PR,3,1
44,2003-11-29,Fluminense,Sao Caetano,Fluminense,2,1
44,2003-11-29,Internacional,Flamengo,Internacional,3,1
44,2003-11-30,Goias,Santos,Goias,3,0
44,2003-11-30,Fortaleza,Parana,Fortaleza,5,3
44,2003-11-30,Criciuma,Gremio,Gremio,0,2
44,2003-11-30,Cruzeiro,Paysandu,Cruzeiro,2,1
44,2003-11-30,Vitoria,Coritiba,Vitoria,1,0
44,2003-11-30,Ponte Preta,Sao Paulo,Sao Paulo,1,2
44,2003-11-30,Corinthians,Bahia,Bahia,1,2
45,2003-12-06,Vitoria,Atletico-MG,Atletico-MG,0,1
45,2003-12-06,Goias,Figueirense,Figueirense,0,3
45,2003-12-06,Athletico-PR,Vasco,-,2,2
45,2003-12-06,Corinthians,Parana,-,1,1
45,2003-12-07,Cruzeiro,Fluminense,Cruzeiro,5,2
45,2003-12-07,Guarani,Paysandu,Guarani,2,1
45,2003-12-07,Santos,Gremio,-,2,2
45,2003-12-07,Flamengo,Ponte Preta,-,1,1
45,2003-12-07,Criciuma,Bahia,Criciuma,3,2
45,2003-12-07,Fortaleza,Coritiba,-,2,2
45,2003-12-07,Internacional,Sao Paulo,-,1,1
45,2003-12-07,Juventude,Sao Caetano,Juventude,2,1
46,2003-12-13,Parana,Vitoria,Parana,2,0
46,2003-12-13,Coritiba,Criciuma,Coritiba,2,0
46,2003-12-13,Atletico-MG,Goias,Atletico-MG,3,2
46,2003-12-13,Figueirense,Guarani,Figueirense,2,0
46,2003-12-13,Sao Caetano,Internacional,Sao Caetano,5,0
46,2003-12-14,Gremio,Corinthians,Gremio,3,0
46,2003-12-14,Ponte Preta,Fortaleza,Ponte Preta,2,0
46,2003-12-14,Bahia,Cruzeiro,Cruzeiro,0,7
46,2003-12-14,Fluminense,Juventude,Fluminense,1,0
46,2003-12-14,Paysandu,Athletico-PR,-,2,2
46,2003-12-14,Vasco,Santos,-,1,1
46,2003-12-14,Sao Paulo,Flamengo,Flamengo,1,3
1,2004-04-21,Botafogo-RJ,Goias,Goias,1,4
1,2004-04-21,Figueirense,Internacional,Figueirense,1,0
1,2004-04-21,Sao Caetano,Vitoria,Sao Caetano,1,0
1,2004-04-21,Cruzeiro,Juventude,Cruzeiro,2,1
1,2004-04-21,Palmeiras,Atletico-MG,-,0,0
1,2004-04-21,Gremio,Flamengo,-,0,0
1,2004-04-21,Ponte Preta,Corinthians,Ponte Preta,3,2
1,2004-04-21,Parana,Santos,Parana,3,2
1,2004-04-22,Coritiba,Guarani,Coritiba,1,0
1,2004-04-22,Vasco,Criciuma,Criciuma,0,1
1,2004-04-22,Paysandu,Fluminense,-,3,3
1,2004-04-22,Sao Paulo,Athletico-PR,Sao Paulo,1,0
2,2004-04-24,Flamengo,Ponte Preta,-,0,0
2,2004-04-24,Goias,Cruzeiro,-,2,2
2,2004-04-24,Juventude,Gremio,-,1,1
2,2004-04-25,Internacional,Palmeiras,Internacional,1,0
2,2004-04-25,Atletico-MG,Vasco,-,1,1
2,2004-04-25,Fluminense,Coritiba,-,1,1
2,2004-04-25,Corinthians,Paysandu,Corinthians,2,1
2,2004-04-25,Guarani,Sao Caetano,-,1,1
2,2004-04-25,Athletico-PR,Figueirense,Figueirense,0,3
2,2004-04-25,Vitoria,Parana,Vitoria,6,1
2,2004-04-25,Criciuma,Sao Paulo,-,1,1
2,2004-04-25,Santos,Botafogo-RJ,Santos,2,0
3,2004-04-28,Botafogo-RJ,Atletico-MG,-,2,2
3,2004-04-28,Coritiba,Internacional,-,1,1
3,2004-04-28,Paysandu,Athletico-PR,Athletico-PR,0,3
3,2004-04-28,Cruzeiro,Criciuma,-,2,2
3,2004-04-28,Ponte Preta,Goias,Ponte Preta,2,0
3,2004-04-28,Gremio,Corinthians,Gremio,4,0
3,2004-04-28,Figueirense,Santos,Figueirense,2,1
3,2004-04-28,Sao Paulo,Fluminense,Sao Paulo,1,0
3,2004-04-29,Parana,Flamengo,Parana,2,1
3,2004-04-29,Vasco,Guarani,Guarani,0,1
3,2004-04-29,Palmeiras,Vitoria,-,2,2
4,2004-05-01,Internacional,Paysandu,Internacional,1,0
4,2004-05-01,Criciuma,Botafogo-RJ,Criciuma,1,0
4,2004-05-01,Atletico-MG,Ponte Preta,Ponte Preta,1,2
4,2004-05-01,Goias,Gremio,Goias,4,0
4,2004-05-02,Flamengo,Sao Caetano,-,1,1
4,2004-05-02,Santos,Cruzeiro,Cruzeiro,1,3
4,2004-05-02,Fluminense,Vasco,Fluminense,1,0
4,2004-05-02,Corinthians,Palmeiras,Palmeiras,0,4
4,2004-05-02,Juventude,Parana,Juventude,4,0
4,2004-05-02,Vitoria,Figueirense,Vitoria,3,1
4,2004-05-02,Guarani,Sao Paulo,Sao Paulo,2,3
4,2004-05-02,Athletico-PR,Coritiba,-,1,1
5,2004-05-08,Santos,Juventude,Santos,2,1
5,2004-05-08,Parana,Cruzeiro,Parana,2,0
5,2004-05-08,Guarani,Athletico-PR,-,0,0
5,2004-05-08,Sao Caetano,Criciuma,Sao Caetano,5,0
5,2004-05-08,Vasco,Gremio,-,1,1
5,2004-05-08,Palmeiras,Ponte Preta,Palmeiras,3,0
5,2004-05-09,Internacional,Fluminense,-,0,0
5,2004-05-09,Atletico-MG,Corinthians,-,2,2
5,2004-05-09,Botafogo-RJ,Paysandu,-,2,2
5,2004-05-09,Goias,Figueirense,Goias,1,0
5,2004-05-09,Vitoria,Flamengo,Vitoria,5,1
5,2004-05-09,Coritiba,Sao Paulo,Sao Paulo,1,2
6,2004-05-15,Paysandu,Vasco,Vasco,1,2
6,2004-05-15,Athletico-PR,Santos,Athletico-PR,1,0
6,2004-05-16,Cruzeiro,Palmeiras,Cruzeiro,2,1
6,2004-05-16,Flamengo,Internacional,Internacional,1,2
6,2004-05-16,Figueirense,Sao Caetano,Figueirense,1,0
6,2004-05-16,Criciuma,Goias,Criciuma,7,2
6,2004-05-16,Juventude,Atletico-MG,-,1,1
6,2004-05-16,Ponte Preta,Coritiba,-,0,0
6,2004-05-16,Gremio,Botafogo-RJ,-,2,2
6,2004-05-16,Sao Paulo,Parana,-,2,2
6,2004-05-16,Fluminense,Vitoria,Fluminense,1,0
6,2004-05-16,Corinthians,Guarani,Corinthians,1,0
7,2004-05-22,Botafogo-RJ,Figueirense,-,1,1
7,2004-05-22,Paysandu,Gremio,Gremio,1,3
7,2004-05-22,Internacional,Goias,Internacional,1,0
7,2004-05-22,Coritiba,Atletico-MG,Atletico-MG,0,1
7,2004-05-23,Santos,Palmeiras,Palmeiras,0,4
7,2004-05-23,Flamengo,Fluminense,Fluminense,1,2
7,2004-05-23,Sao Caetano,Vasco,Sao Caetano,3,2
7,2004-05-23,Parana,Ponte Preta,Ponte Preta,0,1
7,2004-05-23,Criciuma,Vitoria,Criciuma,2,0
7,2004-05-23,Juventude,Guarani,Juventude,2,0
7,2004-05-23,Corinthians,Athletico-PR,Athletico-PR,0,5
7,2004-05-23,Cruzeiro,Sao Paulo,Cruzeiro,2,1
8,2004-05-29,Fluminense,Criciuma,-,1,1
8,2004-05-29,Ponte Preta,Juventude,Juventude,0,1
8,2004-05-29,Figueirense,Paysandu,-,1,1
8,2004-05-29,Palmeiras,Coritiba,Palmeiras,2,0
8,2004-05-29,Vitoria,Internacional,Vitoria,2,1
8,2004-05-30,Atletico-MG,Santos,-,3,3
8,2004-05-30,Vasco,Botafogo-RJ,Vasco,4,0
8,2004-05-30,Sao Paulo,Corinthians,-,1,1
8,2004-05-30,Guarani,Parana,Guarani,1,0
8,2004-05-30,Goias,Flamengo,-,2,2
8,2004-05-30,Athletico-PR,Cruzeiro,Athletico-PR,3,1
8,2004-05-30,Gremio,Sao Caetano,Sao Caetano,1,2
9,2004-06-12,Fluminense,Guarani,-,1,1
9,2004-06-12,Parana,Botafogo-RJ,-,1,1
9,2004-06-12,Internacional,Atletico-MG,Internacional,4,1
9,2004-06-12,Sao Paulo,Gremio,Sao Paulo,3,2
9,2004-06-13,Goias,Corinthians,-,1,1
9,2004-06-13,Palmeiras,Vasco,-,2,2
9,2004-06-13,Cruzeiro,Paysandu,Cruzeiro,1,0
9,2004-06-13,Coritiba,Sao Caetano,Coritiba,1,0
9,2004-06-13,Criciuma,Juventude,Criciuma,2,0
9,2004-06-13,Ponte Preta,Figueirense,Figueirense,0,2
9,2004-06-13,Flamengo,Athletico-PR,Flamengo,3,0
9,2004-06-13,Vitoria,Santos,Santos,1,2
10,2004-06-19,Gremio,Coritiba,-,1,1
10,2004-06-19,Athletico-PR,Vitoria,Vitoria,1,3
10,2004-06-19,Vasco,Parana,-,0,0
10,2004-06-19,Figueirense,Cruzeiro,-,0,0
10,2004-06-20,Sao Caetano,Palmeiras,-,1,1
10,2004-06-20,Corinthians,Flamengo,-,1,1
10,2004-06-20,Botafogo-RJ,Ponte Preta,Ponte Preta,0,1
10,2004-06-20,Paysandu,Sao Paulo,Paysandu,1,0
10,2004-06-20,Guarani,Criciuma,Guarani,2,1
10,2004-06-20,Juventude,Goias,-,1,1
10,2004-06-20,Santos,Internacional,Santos,3,0
10,2004-06-20,Atletico-MG,Fluminense,Atletico-MG,2,1
3,2004-06-24,Sao Caetano,Juventude,Sao Caetano,1,0
11,2004-06-26,Criciuma,Gremio,Gremio,1,2
11,2004-06-26,Coritiba,Parana,-,1,1
11,2004-06-26,Flamengo,Figueirense,Figueirense,0,3
11,2004-06-26,Santos,Guarani,Santos,2,1
11,2004-06-27,Internacional,Vasco,Vasco,1,3
11,2004-06-27,Juventude,Corinthians,Juventude,1,0
11,2004-06-27,Botafogo-RJ,Fluminense,-,3,3
11,2004-06-27,Palmeiras,Sao Paulo,Palmeiras,2,1
11,2004-06-27,Paysandu,Vitoria,Paysandu,4,2
11,2004-06-27,Goias,Sao Caetano,Goias,3,2
11,2004-06-27,Ponte Preta,Cruzeiro,Ponte Preta,1,0
11,2004-06-27,Atletico-MG,Athletico-PR,Athletico-PR,0,1
12,2004-07-03,Internacional,Criciuma,Internacional,3,0
12,2004-07-03,Sao Paulo,Ponte Preta,Sao Paulo,2,0
12,2004-07-03,Athletico-PR,Juventude,Athletico-PR,4,1
12,2004-07-03,Figueirense,Vasco,-,2,2
12,2004-07-03,Vitoria,Goias,-,0,0
12,2004-07-03,Guarani,Atletico-MG,-,1,1
12,2004-07-03,Fluminense,Gremio,Fluminense,2,0
12,2004-07-04,Parana,Palmeiras,Palmeiras,1,2
12,2004-07-04,Sao Caetano,Botafogo-RJ,Botafogo-RJ,1,2
12,2004-07-04,Corinthians,Santos,Santos,2,3
12,2004-07-04,Flamengo,Paysandu,Flamengo,4,1
12,2004-07-04,Cruzeiro,Coritiba,Coritiba,0,3
13,2004-07-06,Sao Paulo,Atletico-MG,Sao Paulo,1,0
13,2004-07-06,Goias,Fluminense,Goias,4,0
13,2004-07-06,Gremio,Figueirense,-,2,2
13,2004-07-06,Vasco,Vitoria,Vasco,3,1
13,2004-07-07,Botafogo-RJ,Internacional,Botafogo-RJ,5,1
13,2004-07-07,Parana,Athletico-PR,Parana,1,0
13,2004-07-07,Cruzeiro,Guarani,Cruzeiro,2,0
13,2004-07-07,Palmeiras,Juventude,Palmeiras,4,1
13,2004-07-07,Paysandu,Sao Caetano,-,0,0
13,2004-07-07,Criciuma,Flamengo,-,1,1
13,2004-07-07,Ponte Preta,Santos,Santos,0,4
13,2004-07-07,Coritiba,Corinthians,Corinthians,1,2
14,2004-07-10,Ponte Preta,Guarani,Ponte Preta,3,1
14,2004-07-10,Internacional,Gremio,Internacional,2,0
14,2004-07-10,Santos,Sao Paulo,Santos,2,1
14,2004-07-10,Vitoria,Botafogo-RJ,Vitoria,1,0
14,2004-07-10,Flamengo,Vasco,Vasco,0,1
14,2004-07-10,Juventude,Coritiba,Juventude,1,0
14,2004-07-10,Goias,Paysandu,Goias,3,2
14,2004-07-10,Corinthians,Parana,Corinthians,1,0
14,2004-07-10,Athletico-PR,Palmeiras,-,0,0
14,2004-07-10,Figueirense,Criciuma,Figueirense,2,0
14,2004-07-10,Fluminense,Sao Caetano,Fluminense,1,0
14,2004-07-10,Atletico-MG,Cruzeiro,Atletico-MG,2,0
15,2004-07-13,Atletico-MG,Vitoria,-,1,1
15,2004-07-13,Corinthians,Criciuma,Corinthians,1,0
15,2004-07-13,Juventude,Fluminense,Juventude,2,1
15,2004-07-13,Gremio,Cruzeiro,Cruzeiro,2,3
15,2004-07-13,Guarani,Internacional,Guarani,2,1
15,2004-07-13,Figueirense,Parana,-,0,0
15,2004-07-13,Paysandu,Ponte Preta,Paysandu,3,0
15,2004-07-13,Athletico-PR,Goias,Athletico-PR,6,0
15,2004-07-13,Vasco,Coritiba,Coritiba,2,3
15,2004-07-13,Sao Caetano,Sao Paulo,-,0,0
15,2004-07-13,Botafogo-RJ,Palmeiras,-,1,1
15,2004-07-13,Santos,Flamengo,Santos,2,0
16,2004-07-17,Cruzeiro,Botafogo-RJ,Cruzeiro,3,2
16,2004-07-17,Internacional,Athletico-PR,Internacional,6,0
16,2004-07-17,Palmeiras,Gremio,Palmeiras,2,0
16,2004-07-17,Vitoria,Corinthians,-,1,1
16,2004-07-17,Parana,Sao Caetano,Sao Caetano,0,1
16,2004-07-17,Goias,Guarani,Goias,2,0
16,2004-07-17,Flamengo,Juventude,Juventude,0,1
16,2004-07-17,Fluminense,Santos,Fluminense,1,0
16,2004-07-17,Criciuma,Atletico-MG,Criciuma,4,2
16,2004-07-17,Coritiba,Paysandu,-,1,1
16,2004-07-17,Ponte Preta,Vasco,Ponte Preta,3,2
16,2004-07-17,Sao Paulo,Figueirense,Sao Paulo,2,1
17,2004-07-20,Gremio,Parana,Gremio,4,0
17,2004-07-20,Corinthians,Internacional,-,0,0
17,2004-07-20,Juventude,Vitoria,Juventude,3,2
17,2004-07-20,Atletico-MG,Goias,Goias,0,2
17,2004-07-20,Guarani,Flamengo,Flamengo,0,1
17,2004-07-20,Figueirense,Coritiba,-,1,1
17,2004-07-20,Paysandu,Palmeiras,Paysandu,1,0
17,2004-07-20,Sao Caetano,Ponte Preta,Ponte Preta,0,1
17,2004-07-20,Vasco,Cruzeiro,Vasco,3,2
17,2004-07-20,Botafogo-RJ,Sao Paulo,Botafogo-RJ,1,0
17,2004-07-20,Athletico-PR,Fluminense,Athletico-PR,4,1
17,2004-07-20,Santos,Criciuma,Santos,5,2
18,2004-07-24,Fluminense,Corinthians,Fluminense,2,0
18,2004-07-24,Internacional,Juventude,Juventude,1,2
18,2004-07-24,Sao Paulo,Vasco,Sao Paulo,1,0
18,2004-07-24,Coritiba,Botafogo-RJ,Coritiba,1,0
18,2004-07-24,Criciuma,Athletico-PR,Criciuma,4,1
18,2004-07-24,Vitoria,Guarani,Vitoria,3,2
18,2004-07-24,Flamengo,Atletico-MG,-,0,0
18,2004-07-24,Cruzeiro,Sao Caetano,Sao Caetano,0,1
18,2004-07-24,Goias,Santos,-,3,3
18,2004-07-24,Palmeiras,Figueirense,-,0,0
18,2004-07-24,Ponte Preta,Gremio,Ponte Preta,1,0
18,2004-07-24,Parana,Paysandu,Parana,2,0
19,2004-07-28,Botafogo-RJ,Flamengo,-,0,0
19,2004-07-28,Corinthians,Cruzeiro,Corinthians,1,0
19,2004-07-28,Athletico-PR,Ponte Preta,Athletico-PR,4,0
19,2004-07-28,Gremio,Vitoria,Gremio,4,0
19,2004-07-28,Paysandu,Criciuma,-,2,2
19,2004-07-28,Figueirense,Fluminense,Figueirense,2,1
19,2004-07-28,Guarani,Palmeiras,Guarani,1,0
19,2004-07-28,Juventude,Sao Paulo,Sao Paulo,1,2
19,2004-07-29,Vasco,Goias,Vasco,3,1
19,2004-07-29,Sao Caetano,Internacional,Sao Caetano,2,0
19,2004-07-29,Atletico-MG,Parana,Atletico-MG,4,1
19,2004-07-29,Santos,Coritiba,Santos,4,2
20,2004-07-31,Fluminense,Cruzeiro,-,0,0
20,2004-07-31,Athletico-PR,Gremio,-,0,0
20,2004-08-01,Flamengo,Palmeiras,Palmeiras,0,1
20,2004-08-01,Juventude,Vasco,-,1,1
20,2004-08-01,Criciuma,Ponte Preta,Criciuma,3,1
20,2004-08-01,Corinthians,Sao Caetano,Corinthians,2,0
20,2004-08-01,Santos,Paysandu,Santos,6,0
20,2004-08-01,Atletico-MG,Figueirense,Atletico-MG,3,1
20,2004-08-01,Goias,Parana,Goias,3,0
20,2004-08-01,Vitoria,Coritiba,-,2,2
20,2004-08-01,Internacional,Sao Paulo,-,1,1
20,2004-08-01,Guarani,Botafogo-RJ,Botafogo-RJ,0,2
21,2004-08-04,Ponte Preta,Fluminense,Ponte Preta,3,2
21,2004-08-04,Palmeiras,Goias,Goias,0,3
21,2004-08-04,Figueirense,Guarani,-,1,1
21,2004-08-04,Sao Caetano,Athletico-PR,Athletico-PR,0,3
21,2004-08-04,Paysandu,Atletico-MG,Paysandu,2,1
21,2004-08-04,Parana,Criciuma,Criciuma,0,3
21,2004-08-04,Vasco,Corinthians,Corinthians,1,3
21,2004-08-04,Coritiba,Flamengo,Coritiba,1,0
21,2004-08-04,Gremio,Santos,Gremio,3,1
21,2004-08-05,Botafogo-RJ,Juventude,Juventude,0,1
21,2004-08-05,Cruzeiro,Internacional,Cruzeiro,2,0
21,2004-08-05,Sao Paulo,Vitoria,Sao Paulo,2,1
22,2004-08-07,Fluminense,Parana,Fluminense,3,1
22,2004-08-07,Santos,Sao Caetano,Sao Caetano,0,1
22,2004-08-07,Goias,Coritiba,Coritiba,1,2
22,2004-08-07,Atletico-MG,Gremio,Atletico-MG,3,0
22,2004-08-08,Flamengo,Sao Paulo,Flamengo,1,0
22,2004-08-08,Corinthians,Botafogo-RJ,-,2,2
22,2004-08-08,Internacional,Ponte Preta,Ponte Preta,1,2
22,2004-08-08,Guarani,Paysandu,-,0,0
22,2004-08-08,Juventude,Figueirense,-,0,0
22,2004-08-08,Vitoria,Cruzeiro,Vitoria,3,2
22,2004-08-08,Criciuma,Palmeiras,Palmeiras,1,2
22,2004-08-08,Athletico-PR,Vasco,Athletico-PR,2,0
23,2004-08-11,Sao Paulo,Goias,Sao Paulo,4,0
23,2004-08-11,Parana,Internacional,Internacional,1,2
23,2004-08-11,Ponte Preta,Vitoria,Ponte Preta,1,0
23,2004-08-11,Gremio,Guarani,-,1,1
23,2004-08-11,Paysandu,Juventude,Juventude,0,1
23,2004-08-11,Figueirense,Corinthians,Corinthians,0,1
23,2004-08-11,Cruzeiro,Flamengo,Cruzeiro,2,0
23,2004-08-11,Vasco,Santos,Santos,2,3
23,2004-08-12,Botafogo-RJ,Athletico-PR,-,1,1
23,2004-08-12,Sao Caetano,Atletico-MG,-,1,1
23,2004-08-12,Coritiba,Criciuma,Coritiba,1,0
23,2004-08-12,Palmeiras,Fluminense,Palmeiras,3,2
24,2004-08-14,Internacional,Figueirense,Internacional,4,0
24,2004-08-14,Juventude,Cruzeiro,Juventude,1,0
24,2004-08-14,Flamengo,Gremio,Flamengo,3,0
24,2004-08-14,Corinthians,Ponte Preta,Corinthians,2,0
24,2004-08-15,Criciuma,Vasco,Criciuma,1,0
24,2004-08-15,Atletico-MG,Palmeiras,Palmeiras,1,2
24,2004-08-15,Fluminense,Paysandu,-,1,1
24,2004-08-15,Goias,Botafogo-RJ,Goias,3,1
24,2004-08-15,Guarani,Coritiba,-,0,0
24,2004-08-15,Vitoria,Sao Caetano,Sao Caetano,1,2
24,2004-08-15,Santos,Parana,Santos,5,1
24,2004-08-15,Athletico-PR,Sao Paulo,Athletico-PR,1,0
25,2004-08-18,Gremio,Juventude,Juventude,2,4
25,2004-08-18,Figueirense,Athletico-PR,-,1,1
25,2004-08-18,Sao Caetano,Guarani,Sao Caetano,3,0
25,2004-08-18,Cruzeiro,Goias,Goias,1,3
25,2004-08-18,Palmeiras,Internacional,Palmeiras,3,1
25,2004-08-18,Parana,Vitoria,Parana,4,1
25,2004-08-18,Botafogo-RJ,Santos,Botafogo-RJ,2,0
25,2004-08-18,Paysandu,Corinthians,Paysandu,2,1
25,2004-08-18,Ponte Preta,Flamengo,Ponte Preta,1,0
25,2004-08-19,Coritiba,Fluminense,Coritiba,2,0
25,2004-08-19,Vasco,Atletico-MG,Vasco,3,0
25,2004-08-19,Sao Paulo,Criciuma,Sao Paulo,2,0
26,2004-08-21,Flamengo,Parana,Flamengo,2,1
26,2004-08-21,Corinthians,Gremio,-,1,1
26,2004-08-22,Santos,Figueirense,Santos,4,1
26,2004-08-22,Fluminense,Sao Paulo,Fluminense,1,0
26,2004-08-22,Guarani,Vasco,-,1,1
26,2004-08-22,Criciuma,Cruzeiro,Cruzeiro,1,2
26,2004-08-22,Internacional,Coritiba,-,1,1
26,2004-08-22,Athletico-PR,Paysandu,Athletico-PR,2,0
26,2004-08-22,Goias,Ponte Preta,Goias,5,0
26,2004-08-22,Juventude,Sao Caetano,-,2,2
26,2004-08-22,Vitoria,Palmeiras,-,2,2
26,2004-08-22,Atletico-MG,Botafogo-RJ,-,1,1
27,2004-08-28,Botafogo-RJ,Criciuma,-,1,1
27,2004-08-28,Parana,Juventude,Juventude,1,2
27,2004-08-28,Sao Paulo,Guarani,-,3,3
27,2004-08-28,Gremio,Goias,-,1,1
27,2004-08-28,Paysandu,Internacional,Paysandu,2,1
27,2004-08-29,Sao Caetano,Flamengo,Flamengo,0,1
27,2004-08-29,Palmeiras,Corinthians,Corinthians,0,1
27,2004-08-29,Vasco,Fluminense,-,1,1
27,2004-08-29,Coritiba,Athletico-PR,Athletico-PR,1,2
27,2004-08-29,Figueirense,Vitoria,Figueirense,2,1
27,2004-08-29,Ponte Preta,Atletico-MG,-,1,1
27,2004-08-29,Cruzeiro,Santos,-,4,4
28,2004-09-01,Fluminense,Internacional,Fluminense,3,1
28,2004-09-01,Sao Paulo,Coritiba,Coritiba,2,3
28,2004-09-01,Cruzeiro,Parana,Parana,1,4
28,2004-09-01,Figueirense,Goias,Figueirense,3,2
28,2004-09-01,Criciuma,Sao Caetano,Sao Caetano,0,4
28,2004-09-01,Corinthians,Atletico-MG,Corinthians,1,0
28,2004-09-01,Ponte Preta,Palmeiras,-,0,0
28,2004-09-01,Juventude,Santos,Santos,1,2
28,2004-09-02,Flamengo,Vitoria,Flamengo,2,0
28,2004-09-02,Athletico-PR,Guarani,Athletico-PR,2,0
28,2004-09-02,Paysandu,Botafogo-RJ,Paysandu,2,0
28,2004-09-02,Gremio,Vasco,Vasco,1,2
29,2004-09-07,Vasco,Paysandu,Paysandu,0,1
29,2004-09-07,Palmeiras,Cruzeiro,Cruzeiro,1,3
29,2004-09-08,Parana,Sao Paulo,Sao Paulo,0,2
29,2004-09-08,Atletico-MG,Juventude,-,1,1
29,2004-09-08,Goias,Criciuma,Goias,2,1
29,2004-09-08,Sao Caetano,Figueirense,Sao Caetano,1,0
29,2004-09-08,Santos,Athletico-PR,-,1,1
29,2004-09-08,Internacional,Flamengo,-,0,0
29,2004-09-08,Guarani,Corinthians,Corinthians,0,1
29,2004-09-09,Vitoria,Fluminense,Fluminense,2,3
29,2004-09-09,Botafogo-RJ,Gremio,Botafogo-RJ,2,1
29,2004-09-09,Coritiba,Ponte Preta,Coritiba,2,0
30,2004-09-11,Sao Paulo,Cruzeiro,-,0,0
30,2004-09-11,Vasco,Sao Caetano,Sao Caetano,1,2
30,2004-09-11,Guarani,Juventude,Guarani,3,1
30,2004-09-11,Goias,Internacional,Goias,1,0
30,2004-09-12,Fluminense,Flamengo,Fluminense,2,1
30,2004-09-12,Palmeiras,Santos,Santos,1,2
30,2004-09-12,Figueirense,Botafogo-RJ,Figueirense,3,1
30,2004-09-12,Athletico-PR,Corinthians,Athletico-PR,3,1
30,2004-09-12,Ponte Preta,Parana,Parana,0,2
30,2004-09-12,Vitoria,Criciuma,Vitoria,1,0
30,2004-09-12,Gremio,Paysandu,-,1,1
30,2004-09-12,Atletico-MG,Coritiba,Atletico-MG,2,1
31,2004-09-18,Sao Caetano,Gremio,Sao Caetano,2,0
31,2004-09-18,Parana,Guarani,-,0,0
31,2004-09-18,Santos,Atletico-MG,Santos,2,0
31,2004-09-18,Criciuma,Fluminense,Fluminense,0,2
31,2004-09-19,Flamengo,Goias,Flamengo,4,0
31,2004-09-19,Corinthians,Sao Paulo,-,0,0
31,2004-09-19,Internacional,Vitoria,Internacional,2,1
